epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
320,10,5,"[2, 16, 27, 62, 79, 39, 12, 18, 83, 41]","[16, 27, 62, 79, 39, 12, 18, 83, 41]",[2],0.608581027816985,0.12312165943420353,2.0,0,0,"[2, 16, 27, 62, 79, 39, 12, 18, 83, 41]",[],"[2, 16, 27, 62, 79, 39, 12, 18, 83, 41]",[],"[16, 27, 62, 79, 39, 12, 18, 83, 41]",[2],[],[],2,0.5277107357978821,"{""0"": 1.685288667678833, ""1"": 1.9031312465667725}",1,0,"[2, 41]","[16, 27, 62, 79, 39, 12, 18, 83]","[2, 41]","[16, 27, 62, 79, 39, 12, 18, 83]",[41],[2],"[16, 27, 62, 79, 39, 12, 18, 83]",[],"[2, 41]","[16, 27, 62, 79, 39, 12, 18, 83]",[41],[2],"[16, 27, 62, 79, 39, 12, 18, 83]",[],1,1,8,0
321,10,5,"[4, 9, 73, 29, 56, 50, 75, 37, 25, 39]","[9, 73, 29, 56, 50, 75, 37, 25, 39]",[4],0.7761350906349462,0.07226056099613631,2.0,0,0,"[4, 29, 56, 50, 75, 37, 25, 39]","[9, 73]","[4, 29, 56, 50, 75, 37, 25, 39]","[9, 73]","[29, 56, 50, 75, 37, 25, 39]",[4],"[9, 73]",[],2,0.4762711226940155,"{""0"": 2.568169116973877, ""1"": -1.0}",0,0,"[4, 29, 56, 50, 75, 25, 39]","[9, 73, 37]","[4, 29, 56, 50, 75, 25, 39]","[9, 73, 37]","[29, 56, 50, 75, 25, 39]",[4],"[9, 73, 37]",[],"[4, 29, 56, 50, 75, 25, 39]","[9, 73, 37]","[29, 56, 50, 75, 25, 39]",[4],"[9, 73, 37]",[],6,1,3,0
322,10,5,"[1, 55, 45, 87, 89, 25, 11, 85, 40, 95]","[55, 45, 87, 89, 25, 11, 85, 40, 95]",[1],0.6404042044208548,0.08788843281102804,2.0,0,0,"[1, 55, 45, 87, 89, 25, 11, 85, 40]",[95],"[1, 55, 45, 87, 89, 25, 11, 85, 40]",[95],"[55, 45, 87, 89, 25, 11, 85, 40]",[1],[95],[],2,0.4210706353187561,"{""0"": 2.6255030632019043, ""1"": -1.0}",0,0,"[1, 55, 45, 87, 89, 25, 11, 40]","[85, 95]","[1, 55, 45, 87, 89, 25, 11, 40]","[85, 95]","[55, 45, 87, 89, 25, 11, 40]",[1],"[85, 95]",[],"[1, 55, 45, 87, 89, 25, 11, 40]","[85, 95]","[55, 45, 87, 89, 25, 11, 40]",[1],"[85, 95]",[],7,1,2,0
323,10,5,"[2, 89, 77, 36, 48, 54, 71, 98, 16, 5]","[89, 77, 36, 48, 54, 71, 98, 16, 5]",[2],0.6750609537596428,0.18314667401009566,2.0,0,0,"[2, 89, 77, 36, 48, 71, 98, 16, 5]",[54],"[2, 89, 77, 36, 48, 71, 98, 16, 5]",[54],"[89, 77, 36, 48, 71, 98, 16, 5]",[2],[54],[],2,0.4179786741733551,"{""0"": 2.5258936882019043, ""1"": -1.0}",0,0,"[2, 89, 77, 36, 71, 98, 16, 5]","[48, 54]","[2, 89, 77, 36, 71, 98, 16, 5]","[48, 54]","[89, 77, 36, 71, 98, 16, 5]",[2],"[48, 54]",[],"[2, 89, 77, 36, 71, 98, 16, 5]","[48, 54]","[89, 77, 36, 71, 98, 16, 5]",[2],"[48, 54]",[],7,1,2,0
324,10,5,"[4, 75, 41, 14, 38, 49, 90, 30, 84, 69]","[75, 41, 14, 38, 49, 90, 30, 84, 69]",[4],0.8371507864585335,0.12450026874741638,2.0,0,0,"[4, 75, 41, 14, 38, 49, 90, 30, 84, 69]",[],"[4, 75, 41, 14, 38, 49, 90, 30, 84, 69]",[],"[75, 41, 14, 38, 49, 90, 30, 84, 69]",[4],[],[],2,0.507947564125061,"{""0"": 1.2577600479125977, ""1"": 2.3096776008605957}",1,0,"[75, 14, 38, 49, 90, 30, 84, 69]","[4, 41]","[75, 14, 38, 49, 90, 30, 84, 69]","[4, 41]","[75, 14, 38, 49, 90, 30, 84, 69]",[],[41],[4],"[75, 14, 38, 49, 90, 30, 84, 69]","[4, 41]","[75, 14, 38, 49, 90, 30, 84, 69]",[],[41],[4],8,0,1,1
325,10,5,"[3, 80, 71, 75, 62, 53, 30, 31, 87, 98]","[80, 71, 75, 62, 53, 30, 31, 87, 98]",[3],0.6974829626483761,0.15729597187556227,2.0,0,0,"[3, 80, 71, 75, 62, 53, 30, 87, 98]",[31],"[3, 80, 71, 75, 62, 53, 30, 87, 98]",[31],"[80, 71, 75, 62, 53, 30, 87, 98]",[3],[31],[],2,0.6656741499900818,"{""0"": 5.678117752075195, ""1"": -1.0}",0,0,"[3, 80, 71, 75, 62, 53, 87, 98]","[30, 31]","[3, 80, 71, 75, 62, 53, 87, 98]","[30, 31]","[80, 71, 75, 62, 53, 87, 98]",[3],"[30, 31]",[],"[3, 80, 71, 75, 62, 53, 87, 98]","[30, 31]","[80, 71, 75, 62, 53, 87, 98]",[3],"[30, 31]",[],7,1,2,0
326,10,5,"[0, 17, 26, 2, 36, 20, 27, 31, 29, 89]","[17, 26, 36, 20, 27, 31, 29, 89]","[0, 2]",0.8638638325728782,0.15376498158542112,2.0,0,0,"[0, 26, 2, 36, 20, 27, 29, 89]","[17, 31]","[0, 26, 2, 36, 20, 27, 29, 89]","[17, 31]","[26, 36, 20, 27, 29, 89]","[0, 2]","[17, 31]",[],2,0.6041790246963501,"{""0"": 1.7869412899017334, ""1"": 1.9820737838745117}",1,0,"[0, 36]","[17, 26, 2, 20, 27, 31, 29, 89]","[0, 36]","[17, 26, 2, 20, 27, 31, 29, 89]",[36],[0],"[17, 26, 20, 27, 31, 29, 89]",[2],"[0, 36]","[17, 26, 2, 20, 27, 31, 29, 89]",[36],[0],"[17, 26, 20, 27, 31, 29, 89]",[2],1,1,7,1
327,10,5,"[4, 68, 81, 98, 31, 14, 85, 73, 50, 0]","[68, 81, 98, 31, 14, 85, 73, 50]","[4, 0]",0.9911712082624156,0.16125982496307512,2.0,0,0,"[4, 68, 81, 98, 31, 14, 85, 73, 50]",[0],"[4, 68, 81, 98, 31, 14, 85, 73, 50]",[0],"[68, 81, 98, 31, 14, 85, 73, 50]",[4],[],[0],2,0.6537341475486755,"{""0"": 1.9964330196380615, ""1"": -1.0}",0,0,"[4, 68, 81, 98, 14, 85, 73, 50]","[31, 0]","[4, 68, 81, 98, 14, 85, 73, 50]","[31, 0]","[68, 81, 98, 14, 85, 73, 50]",[4],[31],[0],"[4, 68, 81, 98, 14, 85, 73, 50]","[31, 0]","[68, 81, 98, 14, 85, 73, 50]",[4],[31],[0],7,1,1,1
328,10,5,"[1, 42, 4, 79, 93, 92, 85, 20, 64, 3]","[42, 79, 93, 92, 85, 20, 64]","[1, 4, 3]",1.0304836973793583,0.11398885765441946,2.0,0,0,"[1, 42, 4, 79, 93, 92, 20, 64, 3]",[85],"[1, 42, 4, 79, 93, 92, 20, 64, 3]",[85],"[42, 79, 93, 92, 20, 64]","[1, 4, 3]",[85],[],2,0.4097971022129059,"{""0"": 0.2679292857646942, ""1"": -1.0}",0,0,"[1, 42, 4, 79, 93, 92, 64, 3]","[85, 20]","[1, 42, 4, 79, 93, 92, 64, 3]","[85, 20]","[42, 79, 93, 92, 64]","[1, 4, 3]","[85, 20]",[],"[1, 42, 4, 79, 93, 92, 64, 3]","[85, 20]","[42, 79, 93, 92, 64]","[1, 4, 3]","[85, 20]",[],5,3,2,0
329,10,5,"[2, 0, 4, 40, 32, 70, 56, 49, 55, 66]","[40, 32, 70, 56, 49, 55, 66]","[2, 0, 4]",0.750719245129063,0.17417768145731155,2.0,0,0,"[2, 0, 4, 40, 32, 70, 56, 49, 55, 66]",[],"[2, 0, 4, 40, 32, 70, 56, 49, 55, 66]",[],"[40, 32, 70, 56, 49, 55, 66]","[2, 0, 4]",[],[],4,0.34753578901290894,"{""0"": 2.260927200317383, ""1"": 3.195955991744995, ""2"": -1.0, ""3"": -1.0}",1,0,"[0, 40, 32, 56]","[2, 4, 70, 49, 55, 66]","[0, 40, 32, 56]","[2, 4, 70, 49, 55, 66]","[40, 32, 56]",[0],"[70, 49, 55, 66]","[2, 4]","[0, 40, 32, 56]","[2, 4, 70, 49, 55, 66]","[40, 32, 56]",[0],"[70, 49, 55, 66]","[2, 4]",3,1,4,2
330,10,5,"[2, 60, 6, 64, 84, 20, 50, 95, 21, 41]","[60, 6, 64, 84, 20, 50, 95, 21, 41]",[2],1.0544294914961228,0.17957972834623837,2.0,0,0,"[2, 60, 6, 64, 84, 20, 50, 95, 21, 41]",[],"[2, 60, 6, 64, 84, 20, 50, 95, 21, 41]",[],"[60, 6, 64, 84, 20, 50, 95, 21, 41]",[2],[],[],3,0.6218391060829163,"{""0"": 1.659576416015625, ""1"": 5.286848545074463, ""2"": 1.8602666854858398}",1,0,"[60, 6, 64, 20, 50, 21]","[2, 84, 95, 41]","[60, 6, 64, 20, 50, 21]","[2, 84, 95, 41]","[60, 6, 64, 20, 50, 21]",[],"[84, 95, 41]",[2],"[60, 6, 64, 20, 50, 21]","[2, 84, 95, 41]","[60, 6, 64, 20, 50, 21]",[],"[84, 95, 41]",[2],6,0,3,1
331,10,5,"[3, 94, 65, 78, 54, 55, 26, 53, 4, 46]","[94, 65, 78, 54, 55, 26, 53, 46]","[3, 4]",0.7320438996720919,0.08387443892675511,2.0,0,0,"[3, 65, 78, 55, 26, 53, 46]","[94, 54, 4]","[3, 65, 78, 55, 26, 53, 46]","[94, 54, 4]","[65, 78, 55, 26, 53, 46]",[3],"[94, 54]",[4],3,0.5106934905052185,"{""0"": 3.1771068572998047, ""1"": 1.967625617980957, ""2"": -1.0}",0,0,"[3, 78, 26, 46]","[94, 65, 54, 55, 53, 4]","[3, 78, 26, 46]","[94, 65, 54, 55, 53, 4]","[78, 26, 46]",[3],"[94, 65, 54, 55, 53]",[4],"[3, 78, 26, 46]","[94, 65, 54, 55, 53, 4]","[78, 26, 46]",[3],"[94, 65, 54, 55, 53]",[4],3,1,5,1
332,10,5,"[1, 63, 25, 68, 8, 72, 19, 26, 6, 73]","[63, 25, 68, 8, 72, 19, 26, 6, 73]",[1],0.6920869541315899,0.11249146254809267,2.0,0,0,"[1, 63, 25, 68, 8, 72, 26, 6]","[19, 73]","[1, 63, 25, 68, 8, 72, 26, 6]","[19, 73]","[63, 25, 68, 8, 72, 26, 6]",[1],"[19, 73]",[],3,0.5019378662109375,"{""0"": 3.2557547092437744, ""1"": 1.8474233150482178, ""2"": 1.8175897598266602}",0,0,"[1, 63, 26, 6]","[25, 68, 8, 72, 19, 73]","[1, 63, 26, 6]","[25, 68, 8, 72, 19, 73]","[63, 26, 6]",[1],"[25, 68, 8, 72, 19, 73]",[],"[1, 63, 26, 6]","[25, 68, 8, 72, 19, 73]","[63, 26, 6]",[1],"[25, 68, 8, 72, 19, 73]",[],3,1,6,0
333,10,5,"[3, 4, 12, 78, 75, 70, 22, 38, 60, 64]","[12, 78, 75, 70, 22, 38, 60, 64]","[3, 4]",0.6211614132421424,0.037551675038370036,2.0,0,0,"[3, 4, 12, 78, 75, 22, 38, 64]","[70, 60]","[3, 4, 12, 78, 75, 22, 38, 64]","[70, 60]","[12, 78, 75, 22, 38, 64]","[3, 4]","[70, 60]",[],2,0.40735214948654175,"{""0"": 0.4615458846092224, ""1"": -1.0}",0,0,"[3, 4, 12, 78, 22, 38, 64]","[75, 70, 60]","[3, 4, 12, 78, 22, 38, 64]","[75, 70, 60]","[12, 78, 22, 38, 64]","[3, 4]","[75, 70, 60]",[],"[3, 4, 12, 78, 22, 38, 64]","[75, 70, 60]","[12, 78, 22, 38, 64]","[3, 4]","[75, 70, 60]",[],5,2,3,0
334,10,5,"[0, 81, 88, 60, 47, 13, 68, 89, 51, 18]","[81, 88, 60, 47, 13, 68, 89, 51, 18]",[0],0.7702557210247399,0.10657045842844609,2.0,0,0,"[0, 81, 60, 13, 68, 89, 51, 18]","[88, 47]","[0, 81, 60, 13, 68, 89, 51, 18]","[88, 47]","[81, 60, 13, 68, 89, 51, 18]",[0],"[88, 47]",[],2,0.6515878438949585,"{""0"": 4.301512241363525, ""1"": 2.968203067779541}",0,0,"[81, 60, 68, 89, 18]","[0, 88, 47, 13, 51]","[81, 60, 68, 89, 18]","[0, 88, 47, 13, 51]","[81, 60, 68, 89, 18]",[],"[88, 47, 13, 51]",[0],"[81, 60, 68, 89, 18]","[0, 88, 47, 13, 51]","[81, 60, 68, 89, 18]",[],"[88, 47, 13, 51]",[0],5,0,4,1
335,10,5,"[0, 1, 73, 65, 85, 81, 84, 53, 25, 52]","[73, 65, 85, 81, 84, 53, 25, 52]","[0, 1]",0.8152490059101217,0.05559775804826461,2.0,0,0,"[1, 65, 85, 81, 84, 53, 25]","[0, 73, 52]","[1, 65, 85, 81, 84, 53, 25]","[0, 73, 52]","[65, 85, 81, 84, 53, 25]",[1],"[73, 52]",[0],2,0.3339157998561859,"{""0"": 1.0368701219558716, ""1"": 1.9213690757751465}",1,0,"[65, 53]","[0, 1, 73, 85, 81, 84, 25, 52]","[65, 53]","[0, 1, 73, 85, 81, 84, 25, 52]","[65, 53]",[],"[73, 85, 81, 84, 25, 52]","[0, 1]","[65, 53]","[0, 1, 73, 85, 81, 84, 25, 52]","[65, 53]",[],"[73, 85, 81, 84, 25, 52]","[0, 1]",2,0,6,2
336,10,5,"[3, 68, 88, 23, 65, 84, 9, 55, 70, 74]","[68, 88, 23, 65, 84, 9, 55, 70, 74]",[3],0.6609754712260558,0.074282588394178,2.0,0,0,"[3, 68, 23, 65, 84, 9, 55, 70, 74]",[88],"[3, 68, 23, 65, 84, 9, 55, 70, 74]",[88],"[68, 23, 65, 84, 9, 55, 70, 74]",[3],[88],[],2,0.35967957973480225,"{""0"": 1.6108360290527344, ""1"": -1.0}",0,0,"[3, 68, 23, 65, 84, 9, 70, 74]","[88, 55]","[3, 68, 23, 65, 84, 9, 70, 74]","[88, 55]","[68, 23, 65, 84, 9, 70, 74]",[3],"[88, 55]",[],"[3, 68, 23, 65, 84, 9, 70, 74]","[88, 55]","[68, 23, 65, 84, 9, 70, 74]",[3],"[88, 55]",[],7,1,2,0
337,10,5,"[3, 1, 49, 52, 65, 88, 68, 9, 21, 63]","[49, 52, 65, 88, 68, 9, 21, 63]","[3, 1]",0.6880646585396699,0.18600055495650358,2.0,0,0,"[3, 1, 49, 52, 65, 68, 9, 21, 63]",[88],"[3, 1, 49, 52, 65, 68, 9, 21, 63]",[88],"[49, 52, 65, 68, 9, 21, 63]","[3, 1]",[88],[],2,0.555343747138977,"{""0"": 1.3278248310089111, ""1"": 5.115769386291504}",1,0,"[3, 1, 52, 65, 9, 21, 63]","[49, 88, 68]","[3, 1, 52, 65, 9, 21, 63]","[49, 88, 68]","[52, 65, 9, 21, 63]","[3, 1]","[49, 88, 68]",[],"[3, 1, 52, 65, 9, 21, 63]","[49, 88, 68]","[52, 65, 9, 21, 63]","[3, 1]","[49, 88, 68]",[],5,2,3,0
338,10,5,"[4, 7, 40, 94, 21, 48, 22, 70, 87, 35]","[7, 40, 94, 21, 48, 22, 70, 87, 35]",[4],0.7535666303491284,0.14016732598676307,2.0,0,0,"[4, 40, 94, 21, 48, 22, 70, 87, 35]",[7],"[4, 40, 94, 21, 48, 22, 70, 87, 35]",[7],"[40, 94, 21, 48, 22, 70, 87, 35]",[4],[7],[],2,0.6243343353271484,"{""0"": 2.9024248123168945, ""1"": -1.0}",0,0,"[4, 40, 94, 21, 22, 70, 87, 35]","[7, 48]","[4, 40, 94, 21, 22, 70, 87, 35]","[7, 48]","[40, 94, 21, 22, 70, 87, 35]",[4],"[7, 48]",[],"[4, 40, 94, 21, 22, 70, 87, 35]","[7, 48]","[40, 94, 21, 22, 70, 87, 35]",[4],"[7, 48]",[],7,1,2,0
339,10,5,"[3, 42, 65, 2, 55, 70, 10, 87, 58, 77]","[42, 65, 55, 70, 10, 87, 58, 77]","[3, 2]",0.8776041104948626,0.08325564242568323,2.0,0,0,"[3, 42, 65, 2, 55, 70, 10, 87, 58, 77]",[],"[3, 42, 65, 2, 55, 70, 10, 87, 58, 77]",[],"[42, 65, 55, 70, 10, 87, 58, 77]","[3, 2]",[],[],3,0.5490409135818481,"{""0"": 1.4904857873916626, ""1"": 4.368594169616699, ""2"": 1.9074733257293701}",1,0,"[3, 55, 70, 87, 58, 77]","[42, 65, 2, 10]","[3, 55, 70, 87, 58, 77]","[42, 65, 2, 10]","[55, 70, 87, 58, 77]",[3],"[42, 65, 10]",[2],"[3, 55, 70, 87, 58, 77]","[42, 65, 2, 10]","[55, 70, 87, 58, 77]",[3],"[42, 65, 10]",[2],5,1,3,1
340,10,5,"[1, 21, 81, 37, 13, 86, 79, 59, 78, 57]","[21, 81, 37, 13, 86, 79, 59, 78, 57]",[1],0.8541819974941317,0.1031699721863959,2.0,0,0,"[1, 21, 81, 37, 13, 86, 79, 59, 78, 57]",[],"[1, 21, 81, 37, 13, 86, 79, 59, 78, 57]",[],"[21, 81, 37, 13, 86, 79, 59, 78, 57]",[1],[],[],2,0.5467850565910339,"{""0"": 1.0295885801315308, ""1"": -1.0}",0,0,"[1, 21, 81, 37, 13, 86, 79, 78, 57]",[59],"[1, 21, 81, 37, 13, 86, 79, 78, 57]",[59],"[21, 81, 37, 13, 86, 79, 78, 57]",[1],[59],[],"[1, 21, 81, 37, 13, 86, 79, 78, 57]",[59],"[21, 81, 37, 13, 86, 79, 78, 57]",[1],[59],[],8,1,1,0
341,10,5,"[0, 28, 16, 6, 72, 8, 68, 34, 93, 1]","[28, 16, 6, 72, 8, 68, 34, 93]","[0, 1]",0.6241380397095406,0.05804461107017217,2.0,0,0,"[28, 16, 6, 72, 8, 68, 34, 1]","[0, 93]","[28, 16, 6, 72, 8, 68, 34, 1]","[0, 93]","[28, 16, 6, 72, 8, 68, 34]",[1],[93],[0],4,0.46278059482574463,"{""0"": 2.363964319229126, ""1"": 1.9299421310424805, ""2"": 1.9854257106781006, ""3"": -1.0}",0,0,"[28, 16, 1]","[0, 6, 72, 8, 68, 34, 93]","[28, 16, 1]","[0, 6, 72, 8, 68, 34, 93]","[28, 16]",[1],"[6, 72, 8, 68, 34, 93]",[0],"[28, 16, 1]","[0, 6, 72, 8, 68, 34, 93]","[28, 16]",[1],"[6, 72, 8, 68, 34, 93]",[0],2,1,6,1
342,10,5,"[4, 70, 45, 93, 34, 33, 68, 59, 71, 74]","[70, 45, 93, 34, 33, 68, 59, 71, 74]",[4],0.7422736869859539,0.05783579429806612,2.0,0,0,"[4, 70, 45, 33, 68, 59, 74]","[93, 34, 71]","[4, 70, 45, 33, 68, 59, 74]","[93, 34, 71]","[70, 45, 33, 68, 59, 74]",[4],"[93, 34, 71]",[],2,0.36016225814819336,"{""0"": 0.3783653676509857, ""1"": -1.0}",0,0,"[70, 45, 33, 68, 59, 74]","[4, 93, 34, 71]","[70, 45, 33, 68, 59, 74]","[4, 93, 34, 71]","[70, 45, 33, 68, 59, 74]",[],"[93, 34, 71]",[4],"[70, 45, 33, 68, 59, 74]","[4, 93, 34, 71]","[70, 45, 33, 68, 59, 74]",[],"[93, 34, 71]",[4],6,0,3,1
343,10,5,"[0, 35, 69, 32, 25, 33, 54, 41, 70, 49]","[35, 69, 32, 25, 33, 54, 41, 70, 49]",[0],0.8487566635058923,0.08672641500991013,2.0,0,0,"[0, 35, 69, 32, 25, 33, 41, 70, 49]",[54],"[0, 35, 69, 32, 25, 33, 41, 70, 49]",[54],"[35, 69, 32, 25, 33, 41, 70, 49]",[0],[54],[],2,0.42255717515945435,"{""0"": 3.439830780029297, ""1"": -1.0}",0,0,"[0, 35, 69, 32, 25, 33, 70, 49]","[54, 41]","[0, 35, 69, 32, 25, 33, 70, 49]","[54, 41]","[35, 69, 32, 25, 33, 70, 49]",[0],"[54, 41]",[],"[0, 35, 69, 32, 25, 33, 70, 49]","[54, 41]","[35, 69, 32, 25, 33, 70, 49]",[0],"[54, 41]",[],7,1,2,0
344,10,5,"[3, 95, 82, 18, 50, 8, 24, 13, 28, 9]","[95, 82, 18, 50, 8, 24, 13, 28, 9]",[3],0.724901908748976,0.11904715580612829,2.0,0,0,"[3, 82, 18, 50, 8, 24, 13, 28, 9]",[95],"[3, 82, 18, 50, 8, 24, 13, 28, 9]",[95],"[82, 18, 50, 8, 24, 13, 28, 9]",[3],[95],[],3,0.6503297090530396,"{""0"": 2.5375051498413086, ""1"": 1.984133005142212, ""2"": 1.9782533645629883}",0,0,"[3, 82, 50, 28, 9]","[95, 18, 8, 24, 13]","[3, 82, 50, 28, 9]","[95, 18, 8, 24, 13]","[82, 50, 28, 9]",[3],"[95, 18, 8, 24, 13]",[],"[3, 82, 50, 28, 9]","[95, 18, 8, 24, 13]","[82, 50, 28, 9]",[3],"[95, 18, 8, 24, 13]",[],4,1,5,0
345,10,5,"[4, 89, 3, 55, 91, 96, 94, 54, 39, 8]","[89, 55, 91, 96, 94, 54, 39, 8]","[4, 3]",0.731473964767647,0.18485981723713252,2.0,0,0,"[4, 89, 3, 55, 91, 96, 94, 54, 39, 8]",[],"[4, 89, 3, 55, 91, 96, 94, 54, 39, 8]",[],"[89, 55, 91, 96, 94, 54, 39, 8]","[4, 3]",[],[],2,0.7290014624595642,"{""0"": 3.9838461875915527, ""1"": -1.0}",0,0,"[4, 89, 3, 55, 91, 96, 94, 39, 8]",[54],"[4, 89, 3, 55, 91, 96, 94, 39, 8]",[54],"[89, 55, 91, 96, 94, 39, 8]","[4, 3]",[54],[],"[4, 89, 3, 55, 91, 96, 94, 39, 8]",[54],"[89, 55, 91, 96, 94, 39, 8]","[4, 3]",[54],[],7,2,1,0
346,10,5,"[2, 82, 78, 74, 61, 88, 39, 29, 4, 68]","[82, 78, 74, 61, 88, 39, 29, 68]","[2, 4]",0.7046899805451989,0.05795598928125806,2.0,0,0,"[2, 82, 78, 61, 29, 4, 68]","[74, 88, 39]","[2, 82, 78, 61, 29, 4, 68]","[74, 88, 39]","[82, 78, 61, 29, 68]","[2, 4]","[74, 88, 39]",[],2,0.44727054238319397,"{""0"": 3.0691874027252197, ""1"": -1.0}",0,0,"[82, 78, 61, 29, 4, 68]","[2, 74, 88, 39]","[82, 78, 61, 29, 4, 68]","[2, 74, 88, 39]","[82, 78, 61, 29, 68]",[4],"[74, 88, 39]",[2],"[82, 78, 61, 29, 4, 68]","[2, 74, 88, 39]","[82, 78, 61, 29, 68]",[4],"[74, 88, 39]",[2],5,1,3,1
347,10,5,"[3, 93, 72, 1, 90, 28, 57, 68, 23, 83]","[93, 72, 90, 28, 57, 68, 23, 83]","[3, 1]",0.6720590032225429,0.08502933449116123,2.0,0,0,"[3, 93, 72, 1, 90, 28, 57, 68, 23, 83]",[],"[3, 93, 72, 1, 90, 28, 57, 68, 23, 83]",[],"[93, 72, 90, 28, 57, 68, 23, 83]","[3, 1]",[],[],2,0.5989941954612732,"{""0"": 3.5831332206726074, ""1"": 1.878143310546875}",0,0,"[3, 93, 1, 90, 57, 68, 23, 83]","[72, 28]","[3, 93, 1, 90, 57, 68, 23, 83]","[72, 28]","[93, 90, 57, 68, 23, 83]","[3, 1]","[72, 28]",[],"[3, 93, 1, 90, 57, 68, 23, 83]","[72, 28]","[93, 90, 57, 68, 23, 83]","[3, 1]","[72, 28]",[],6,2,2,0
348,10,5,"[2, 91, 31, 57, 14, 17, 54, 95, 68, 64]","[91, 31, 57, 14, 17, 54, 95, 68, 64]",[2],0.7398914126413316,0.291289457228557,2.0,0,0,"[2, 91, 31, 57, 14, 17, 54, 95, 68, 64]",[],"[2, 91, 31, 57, 14, 17, 54, 95, 68, 64]",[],"[91, 31, 57, 14, 17, 54, 95, 68, 64]",[2],[],[],2,0.7118136286735535,"{""0"": 2.879852294921875, ""1"": 5.616432189941406}",1,0,"[91, 31, 57, 14, 17, 68, 64]","[2, 54, 95]","[91, 31, 57, 14, 17, 68, 64]","[2, 54, 95]","[91, 31, 57, 14, 17, 68, 64]",[],"[54, 95]",[2],"[91, 31, 57, 14, 17, 68, 64]","[2, 54, 95]","[91, 31, 57, 14, 17, 68, 64]",[],"[54, 95]",[2],7,0,2,1
349,10,5,"[0, 37, 11, 43, 41, 63, 70, 82, 13, 31]","[37, 11, 43, 41, 63, 70, 82, 13, 31]",[0],0.7639339956180532,0.1068959501421583,2.0,0,0,"[0, 37, 11, 43, 41, 63, 70, 82, 13]",[31],"[0, 37, 11, 43, 41, 63, 70, 82, 13]",[31],"[37, 11, 43, 41, 63, 70, 82, 13]",[0],[31],[],3,0.4595150947570801,"{""0"": 1.8328067064285278, ""1"": -1.0, ""2"": -1.0}",0,0,"[37, 11, 43, 63, 70, 82, 13]","[0, 41, 31]","[37, 11, 43, 63, 70, 82, 13]","[0, 41, 31]","[37, 11, 43, 63, 70, 82, 13]",[],"[41, 31]",[0],"[37, 11, 43, 63, 70, 82, 13]","[0, 41, 31]","[37, 11, 43, 63, 70, 82, 13]",[],"[41, 31]",[0],7,0,2,1
350,10,5,"[3, 26, 92, 10, 37, 22, 16, 62, 86, 44]","[26, 92, 10, 37, 22, 16, 62, 86, 44]",[3],0.6743390126506538,0.16979205470288655,2.0,0,0,"[3, 26, 92, 10, 37, 22, 16, 62, 86, 44]",[],"[3, 26, 92, 10, 37, 22, 16, 62, 86, 44]",[],"[26, 92, 10, 37, 22, 16, 62, 86, 44]",[3],[],[],2,0.6929396390914917,"{""0"": 1.779007911682129, ""1"": 4.843029499053955}",1,0,"[3, 92, 10, 37, 22, 16, 62, 86]","[26, 44]","[3, 92, 10, 37, 22, 16, 62, 86]","[26, 44]","[92, 10, 37, 22, 16, 62, 86]",[3],"[26, 44]",[],"[3, 92, 10, 37, 22, 16, 62, 86]","[26, 44]","[92, 10, 37, 22, 16, 62, 86]",[3],"[26, 44]",[],7,1,2,0
351,10,5,"[3, 18, 35, 62, 77, 78, 36, 93, 33, 32]","[18, 35, 62, 77, 78, 36, 93, 33, 32]",[3],0.6464965943915763,0.043153462432037104,2.0,0,0,"[3, 35, 62, 77, 78, 36, 33]","[18, 93, 32]","[3, 35, 62, 77, 78, 36, 33]","[18, 93, 32]","[35, 62, 77, 78, 36, 33]",[3],"[18, 93, 32]",[],3,0.4102366268634796,"{""0"": 2.5589470863342285, ""1"": 2.147693395614624, ""2"": -1.0}",0,0,"[35, 78, 33]","[3, 18, 62, 77, 36, 93, 32]","[35, 78, 33]","[3, 18, 62, 77, 36, 93, 32]","[35, 78, 33]",[],"[18, 62, 77, 36, 93, 32]",[3],"[35, 78, 33]","[3, 18, 62, 77, 36, 93, 32]","[35, 78, 33]",[],"[18, 62, 77, 36, 93, 32]",[3],3,0,6,1
