epoch,num_sampled,num_adversaries,sampled_ids,sampled_benign_ids,sampled_malicious_ids,mad_median_norm,mad_mad,mad_k,mad_safety_keep_used,mad_fallback_used,mad_pass_ids,mad_reject_ids,mad_effective_pass_ids,mad_effective_reject_ids,mad_pass_benign_ids,mad_pass_malicious_ids,mad_reject_benign_ids,mad_reject_malicious_ids,cluster_best_k,cluster_best_score,cluster_scores,cluster_selected_cluster,cluster_fallback_used,cluster_pass_ids,cluster_reject_ids,cluster_effective_pass_ids,cluster_effective_reject_ids,cluster_pass_benign_ids,cluster_pass_malicious_ids,cluster_reject_benign_ids,cluster_reject_malicious_ids,final_selected_ids,final_rejected_ids,final_selected_benign_ids,final_selected_malicious_ids,final_rejected_benign_ids,final_rejected_malicious_ids,final_selected_benign_count,final_selected_malicious_count,final_rejected_benign_count,final_rejected_malicious_count
352,10,5,"[1, 15, 64, 70, 21, 58, 29, 93, 5, 46]","[15, 64, 70, 21, 58, 29, 93, 5, 46]",[1],0.6467562106434512,0.08323911084799301,2.0,0,0,"[1, 15, 64, 70, 21, 58, 29, 93, 5, 46]",[],"[1, 15, 64, 70, 21, 58, 29, 93, 5, 46]",[],"[15, 64, 70, 21, 58, 29, 93, 5, 46]",[1],[],[],2,0.4697361886501312,"{""0"": 1.3442230224609375, ""1"": -1.0}",0,0,"[1, 15, 64, 70, 21, 29, 93, 5, 46]",[58],"[1, 15, 64, 70, 21, 29, 93, 5, 46]",[58],"[15, 64, 70, 21, 29, 93, 5, 46]",[1],[58],[],"[1, 15, 64, 70, 21, 29, 93, 5, 46]",[58],"[15, 64, 70, 21, 29, 93, 5, 46]",[1],[58],[],8,1,1,0
353,10,5,"[4, 62, 53, 56, 18, 5, 68, 40, 1, 57]","[62, 53, 56, 18, 5, 68, 40, 57]","[4, 1]",0.6905793671734393,0.08384535576356522,2.0,0,0,"[4, 53, 56, 18, 68, 40, 1]","[62, 5, 57]","[4, 53, 56, 18, 68, 40, 1]","[62, 5, 57]","[53, 56, 18, 68, 40]","[4, 1]","[62, 5, 57]",[],2,0.6698935627937317,"{""0"": 2.8995275497436523, ""1"": 3.2542214393615723}",1,0,"[4, 53, 68, 1]","[62, 56, 18, 5, 40, 57]","[4, 53, 68, 1]","[62, 56, 18, 5, 40, 57]","[53, 68]","[4, 1]","[62, 56, 18, 5, 40, 57]",[],"[4, 53, 68, 1]","[62, 56, 18, 5, 40, 57]","[53, 68]","[4, 1]","[62, 56, 18, 5, 40, 57]",[],2,2,6,0
354,10,5,"[4, 36, 92, 52, 33, 1, 98, 15, 43, 57]","[36, 92, 52, 33, 98, 15, 43, 57]","[4, 1]",0.6462455788695359,0.0874648881242735,2.0,0,0,"[4, 36, 92, 52, 33, 1, 98, 15, 43, 57]",[],"[4, 36, 92, 52, 33, 1, 98, 15, 43, 57]",[],"[36, 92, 52, 33, 98, 15, 43, 57]","[4, 1]",[],[],2,0.6137001514434814,"{""0"": 1.7897875308990479, ""1"": -1.0}",0,0,"[4, 92, 52, 33, 1, 98, 15, 43, 57]",[36],"[4, 92, 52, 33, 1, 98, 15, 43, 57]",[36],"[92, 52, 33, 98, 15, 43, 57]","[4, 1]",[36],[],"[4, 92, 52, 33, 1, 98, 15, 43, 57]",[36],"[92, 52, 33, 98, 15, 43, 57]","[4, 1]",[36],[],7,2,1,0
355,10,5,"[3, 38, 53, 50, 18, 15, 77, 79, 90, 63]","[38, 53, 50, 18, 15, 77, 79, 90, 63]",[3],0.8258213369098316,0.04624488747511718,2.0,0,0,"[3, 38, 53, 50, 15, 77, 90, 63]","[18, 79]","[3, 38, 53, 50, 15, 77, 90, 63]","[18, 79]","[38, 53, 50, 15, 77, 90, 63]",[3],"[18, 79]",[],2,0.5514266490936279,"{""0"": 1.4546672105789185, ""1"": -1.0}",0,0,"[3, 38, 53, 15, 77, 90, 63]","[50, 18, 79]","[3, 38, 53, 15, 77, 90, 63]","[50, 18, 79]","[38, 53, 15, 77, 90, 63]",[3],"[50, 18, 79]",[],"[3, 38, 53, 15, 77, 90, 63]","[50, 18, 79]","[38, 53, 15, 77, 90, 63]",[3],"[50, 18, 79]",[],6,1,3,0
356,10,5,"[4, 85, 41, 55, 44, 81, 17, 39, 20, 34]","[85, 41, 55, 44, 81, 17, 39, 20, 34]",[4],0.7131466610685162,0.12308939120245815,2.0,0,0,"[4, 85, 41, 55, 44, 81, 17, 39, 20, 34]",[],"[4, 85, 41, 55, 44, 81, 17, 39, 20, 34]",[],"[85, 41, 55, 44, 81, 17, 39, 20, 34]",[4],[],[],2,0.4395848214626312,"{""0"": 0.7218134999275208, ""1"": -1.0}",0,0,"[4, 41, 55, 44, 81, 17, 39, 20, 34]",[85],"[4, 41, 55, 44, 81, 17, 39, 20, 34]",[85],"[41, 55, 44, 81, 17, 39, 20, 34]",[4],[85],[],"[4, 41, 55, 44, 81, 17, 39, 20, 34]",[85],"[41, 55, 44, 81, 17, 39, 20, 34]",[4],[85],[],8,1,1,0
357,10,5,"[2, 72, 55, 52, 59, 23, 79, 74, 78, 8]","[72, 55, 52, 59, 23, 79, 74, 78, 8]",[2],0.7166438775653353,0.13115213448320684,2.0,0,0,"[2, 72, 55, 52, 59, 23, 79, 74, 78, 8]",[],"[2, 72, 55, 52, 59, 23, 79, 74, 78, 8]",[],"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[2],[],[],2,0.6424052715301514,"{""0"": 2.8726577758789062, ""1"": -1.0}",0,0,"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[2],"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[2],"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[],[],[2],"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[2],"[72, 55, 52, 59, 23, 79, 74, 78, 8]",[],[],[2],9,0,0,1
358,10,5,"[3, 21, 18, 92, 54, 61, 79, 35, 6, 56]","[21, 18, 92, 54, 61, 79, 35, 6, 56]",[3],0.7703495060058627,0.09273253581997398,2.0,0,0,"[3, 21, 18, 92, 61, 79, 35, 6, 56]",[54],"[3, 21, 18, 92, 61, 79, 35, 6, 56]",[54],"[21, 18, 92, 61, 79, 35, 6, 56]",[3],[54],[],2,0.5359521508216858,"{""0"": 6.798789978027344, ""1"": -1.0}",0,0,"[3, 21, 18, 92, 79, 35, 6, 56]","[54, 61]","[3, 21, 18, 92, 79, 35, 6, 56]","[54, 61]","[21, 18, 92, 79, 35, 6, 56]",[3],"[54, 61]",[],"[3, 21, 18, 92, 79, 35, 6, 56]","[54, 61]","[21, 18, 92, 79, 35, 6, 56]",[3],"[54, 61]",[],7,1,2,0
359,10,5,"[0, 13, 41, 34, 14, 30, 67, 21, 57, 92]","[13, 41, 34, 14, 30, 67, 21, 57, 92]",[0],0.691832723501153,0.1512551631292976,2.0,0,0,"[0, 13, 41, 34, 14, 30, 67, 21, 57, 92]",[],"[0, 13, 41, 34, 14, 30, 67, 21, 57, 92]",[],"[13, 41, 34, 14, 30, 67, 21, 57, 92]",[0],[],[],2,0.4989493787288666,"{""0"": 1.7758805751800537, ""1"": -1.0}",0,0,"[0, 13, 34, 14, 30, 67, 21, 57, 92]",[41],"[0, 13, 34, 14, 30, 67, 21, 57, 92]",[41],"[13, 34, 14, 30, 67, 21, 57, 92]",[0],[41],[],"[0, 13, 34, 14, 30, 67, 21, 57, 92]",[41],"[13, 34, 14, 30, 67, 21, 57, 92]",[0],[41],[],8,1,1,0
360,10,5,"[1, 72, 53, 86, 69, 68, 28, 31, 79, 18]","[72, 53, 86, 69, 68, 28, 31, 79, 18]",[1],0.790935792755662,0.12648693424831303,2.0,0,0,"[1, 72, 53, 86, 69, 68, 28, 31, 79, 18]",[],"[1, 72, 53, 86, 69, 68, 28, 31, 79, 18]",[],"[72, 53, 86, 69, 68, 28, 31, 79, 18]",[1],[],[],2,0.48232927918434143,"{""0"": 0.9581915140151978, ""1"": -1.0}",0,0,"[1, 72, 53, 86, 69, 68, 28, 79, 18]",[31],"[1, 72, 53, 86, 69, 68, 28, 79, 18]",[31],"[72, 53, 86, 69, 68, 28, 79, 18]",[1],[31],[],"[1, 72, 53, 86, 69, 68, 28, 79, 18]",[31],"[72, 53, 86, 69, 68, 28, 79, 18]",[1],[31],[],8,1,1,0
361,10,5,"[1, 69, 86, 97, 78, 68, 50, 18, 20, 46]","[69, 86, 97, 78, 68, 50, 18, 20, 46]",[1],0.7476831773094594,0.14264402740279714,2.0,0,0,"[1, 69, 86, 97, 78, 68, 50, 18, 20, 46]",[],"[1, 69, 86, 97, 78, 68, 50, 18, 20, 46]",[],"[69, 86, 97, 78, 68, 50, 18, 20, 46]",[1],[],[],2,0.4917093813419342,"{""0"": 0.6044592261314392, ""1"": -1.0}",0,0,"[1, 69, 86, 78, 68, 50, 18, 20, 46]",[97],"[1, 69, 86, 78, 68, 50, 18, 20, 46]",[97],"[69, 86, 78, 68, 50, 18, 20, 46]",[1],[97],[],"[1, 69, 86, 78, 68, 50, 18, 20, 46]",[97],"[69, 86, 78, 68, 50, 18, 20, 46]",[1],[97],[],8,1,1,0
362,10,5,"[2, 55, 84, 65, 95, 54, 24, 73, 53, 56]","[55, 84, 65, 95, 54, 24, 73, 53, 56]",[2],0.9060680650637021,0.16397538281392982,2.0,0,0,"[2, 55, 84, 65, 95, 24, 73, 53, 56]",[54],"[2, 55, 84, 65, 95, 24, 73, 53, 56]",[54],"[55, 84, 65, 95, 24, 73, 53, 56]",[2],[54],[],3,0.4218924641609192,"{""0"": 4.136815547943115, ""1"": 1.5023616552352905, ""2"": -1.0}",0,0,"[55, 84, 65, 24, 53, 56]","[2, 95, 54, 73]","[55, 84, 65, 24, 53, 56]","[2, 95, 54, 73]","[55, 84, 65, 24, 53, 56]",[],"[95, 54, 73]",[2],"[55, 84, 65, 24, 53, 56]","[2, 95, 54, 73]","[55, 84, 65, 24, 53, 56]",[],"[95, 54, 73]",[2],6,0,3,1
363,10,5,"[0, 8, 30, 47, 52, 48, 64, 35, 83, 71]","[8, 30, 47, 52, 48, 64, 35, 83, 71]",[0],0.9125748686494957,0.11824293997009877,2.0,0,0,"[0, 8, 30, 47, 52, 48, 64, 35, 71]",[83],"[0, 8, 30, 47, 52, 48, 64, 35, 71]",[83],"[8, 30, 47, 52, 48, 64, 35, 71]",[0],[83],[],2,0.44073641300201416,"{""0"": 0.8842325210571289, ""1"": -1.0}",0,0,"[0, 8, 30, 47, 52, 64, 35, 71]","[48, 83]","[0, 8, 30, 47, 52, 64, 35, 71]","[48, 83]","[8, 30, 47, 52, 64, 35, 71]",[0],"[48, 83]",[],"[0, 8, 30, 47, 52, 64, 35, 71]","[48, 83]","[8, 30, 47, 52, 64, 35, 71]",[0],"[48, 83]",[],7,1,2,0
364,10,5,"[0, 72, 40, 26, 63, 84, 11, 91, 99, 75]","[72, 40, 26, 63, 84, 11, 91, 99, 75]",[0],0.7555780699477965,0.12593352028957722,2.0,0,0,"[72, 40, 26, 63, 84, 11, 91, 99, 75]",[0],"[72, 40, 26, 63, 84, 11, 91, 99, 75]",[0],"[72, 40, 26, 63, 84, 11, 91, 99, 75]",[],[],[0],3,0.6449227929115295,"{""0"": 2.8618686199188232, ""1"": 4.219493865966797, ""2"": -1.0}",1,0,"[72, 40, 26, 91, 75]","[0, 63, 84, 11, 99]","[72, 40, 26, 91, 75]","[0, 63, 84, 11, 99]","[72, 40, 26, 91, 75]",[],"[63, 84, 11, 99]",[0],"[72, 40, 26, 91, 75]","[0, 63, 84, 11, 99]","[72, 40, 26, 91, 75]",[],"[63, 84, 11, 99]",[0],5,0,4,1
365,10,5,"[1, 53, 19, 62, 30, 81, 47, 0, 83, 52]","[53, 19, 62, 30, 81, 47, 83, 52]","[1, 0]",0.8747921651854436,0.06857852691577715,2.0,0,0,"[53, 62, 30, 81, 0, 83]","[1, 19, 47, 52]","[53, 62, 30, 81, 0, 83]","[1, 19, 47, 52]","[53, 62, 30, 81, 83]",[0],"[19, 47, 52]",[1],2,0.6035656332969666,"{""0"": 1.531994342803955, ""1"": -1.0}",0,0,"[53, 62, 30, 81, 83]","[1, 19, 47, 0, 52]","[53, 62, 30, 81, 83]","[1, 19, 47, 0, 52]","[53, 62, 30, 81, 83]",[],"[19, 47, 52]","[1, 0]","[53, 62, 30, 81, 83]","[1, 19, 47, 0, 52]","[53, 62, 30, 81, 83]",[],"[19, 47, 52]","[1, 0]",5,0,3,2
366,10,5,"[0, 7, 94, 10, 20, 55, 53, 37, 50, 82]","[7, 94, 10, 20, 55, 53, 37, 50, 82]",[0],0.6708548296207015,0.1293530587439345,2.0,0,0,"[0, 7, 94, 20, 55, 53, 37, 50, 82]",[10],"[0, 7, 94, 20, 55, 53, 37, 50, 82]",[10],"[7, 94, 20, 55, 53, 37, 50, 82]",[0],[10],[],2,0.5165622234344482,"{""0"": 2.570255756378174, ""1"": -1.0}",0,0,"[0, 94, 20, 55, 53, 37, 50, 82]","[7, 10]","[0, 94, 20, 55, 53, 37, 50, 82]","[7, 10]","[94, 20, 55, 53, 37, 50, 82]",[0],"[7, 10]",[],"[0, 94, 20, 55, 53, 37, 50, 82]","[7, 10]","[94, 20, 55, 53, 37, 50, 82]",[0],"[7, 10]",[],7,1,2,0
367,10,5,"[0, 75, 56, 10, 37, 78, 5, 73, 11, 1]","[75, 56, 10, 37, 78, 5, 73, 11]","[0, 1]",0.6620554229322867,0.1533844045947964,2.0,0,0,"[0, 75, 56, 10, 37, 78, 5, 11, 1]",[73],"[0, 75, 56, 10, 37, 78, 5, 11, 1]",[73],"[75, 56, 10, 37, 78, 5, 11]","[0, 1]",[73],[],2,0.7054384350776672,"{""0"": 2.8571677207946777, ""1"": -1.0}",0,0,"[75, 56, 10, 37, 78, 5, 11, 1]","[0, 73]","[75, 56, 10, 37, 78, 5, 11, 1]","[0, 73]","[75, 56, 10, 37, 78, 5, 11]",[1],[73],[0],"[75, 56, 10, 37, 78, 5, 11, 1]","[0, 73]","[75, 56, 10, 37, 78, 5, 11]",[1],[73],[0],7,1,1,1
368,10,5,"[0, 77, 14, 56, 51, 46, 86, 76, 42, 40]","[77, 14, 56, 51, 46, 86, 76, 42, 40]",[0],0.6605203599404996,0.11436403237340004,2.0,0,0,"[77, 14, 56, 51, 46, 86, 76, 42, 40]",[0],"[77, 14, 56, 51, 46, 86, 76, 42, 40]",[0],"[77, 14, 56, 51, 46, 86, 76, 42, 40]",[],[],[0],2,0.41307857632637024,"{""0"": 0.585761547088623, ""1"": -1.0}",0,0,"[77, 14, 56, 51, 46, 86, 76, 40]","[0, 42]","[77, 14, 56, 51, 46, 86, 76, 40]","[0, 42]","[77, 14, 56, 51, 46, 86, 76, 40]",[],[42],[0],"[77, 14, 56, 51, 46, 86, 76, 40]","[0, 42]","[77, 14, 56, 51, 46, 86, 76, 40]",[],[42],[0],8,0,1,1
369,10,5,"[2, 40, 93, 32, 5, 7, 13, 61, 67, 35]","[40, 93, 32, 5, 7, 13, 61, 67, 35]",[2],0.6835494363745058,0.14344966787172558,2.0,0,0,"[2, 40, 93, 32, 5, 7, 13, 61, 67, 35]",[],"[2, 40, 93, 32, 5, 7, 13, 61, 67, 35]",[],"[40, 93, 32, 5, 7, 13, 61, 67, 35]",[2],[],[],2,0.4819961488246918,"{""0"": 2.3357036113739014, ""1"": -1.0}",0,0,"[2, 40, 93, 32, 5, 13, 61, 67, 35]",[7],"[2, 40, 93, 32, 5, 13, 61, 67, 35]",[7],"[40, 93, 32, 5, 13, 61, 67, 35]",[2],[7],[],"[2, 40, 93, 32, 5, 13, 61, 67, 35]",[7],"[40, 93, 32, 5, 13, 61, 67, 35]",[2],[7],[],8,1,1,0
370,10,5,"[3, 17, 84, 95, 63, 94, 39, 98, 89, 21]","[17, 84, 95, 63, 94, 39, 98, 89, 21]",[3],0.6814454178163019,0.16600966666132783,2.0,0,0,"[3, 84, 95, 63, 94, 39, 98, 89, 21]",[17],"[3, 84, 95, 63, 94, 39, 98, 89, 21]",[17],"[84, 95, 63, 94, 39, 98, 89, 21]",[3],[17],[],3,0.5429949164390564,"{""0"": 2.2667908668518066, ""1"": -1.0, ""2"": 4.279086112976074}",2,0,"[3, 63, 94, 89, 21]","[17, 84, 95, 39, 98]","[3, 63, 94, 89, 21]","[17, 84, 95, 39, 98]","[63, 94, 89, 21]",[3],"[17, 84, 95, 39, 98]",[],"[3, 63, 94, 89, 21]","[17, 84, 95, 39, 98]","[63, 94, 89, 21]",[3],"[17, 84, 95, 39, 98]",[],4,1,5,0
371,10,5,"[0, 83, 41, 24, 92, 17, 44, 86, 87, 71]","[83, 41, 24, 92, 17, 44, 86, 87, 71]",[0],0.8473998932502811,0.09630007887276426,2.0,0,0,"[0, 83, 41, 24, 92, 44, 86, 87, 71]",[17],"[0, 83, 41, 24, 92, 44, 86, 87, 71]",[17],"[83, 41, 24, 92, 44, 86, 87, 71]",[0],[17],[],2,0.6802942156791687,"{""0"": 1.9454081058502197, ""1"": 4.966165065765381}",1,0,"[83, 41, 24, 92, 86, 87, 71]","[0, 17, 44]","[83, 41, 24, 92, 86, 87, 71]","[0, 17, 44]","[83, 41, 24, 92, 86, 87, 71]",[],"[17, 44]",[0],"[83, 41, 24, 92, 86, 87, 71]","[0, 17, 44]","[83, 41, 24, 92, 86, 87, 71]",[],"[17, 44]",[0],7,0,2,1
372,10,5,"[4, 65, 59, 88, 26, 8, 64, 21, 14, 53]","[65, 59, 88, 26, 8, 64, 21, 14, 53]",[4],0.7288435139929091,0.09005729024528458,2.0,0,0,"[4, 65, 59, 26, 8, 64, 21, 53]","[88, 14]","[4, 65, 59, 26, 8, 64, 21, 53]","[88, 14]","[65, 59, 26, 8, 64, 21, 53]",[4],"[88, 14]",[],2,0.4224827289581299,"{""0"": 2.210878372192383, ""1"": -1.0}",0,0,"[4, 59, 26, 8, 64, 21, 53]","[65, 88, 14]","[4, 59, 26, 8, 64, 21, 53]","[65, 88, 14]","[59, 26, 8, 64, 21, 53]",[4],"[65, 88, 14]",[],"[4, 59, 26, 8, 64, 21, 53]","[65, 88, 14]","[59, 26, 8, 64, 21, 53]",[4],"[65, 88, 14]",[],6,1,3,0
373,10,5,"[3, 48, 52, 73, 14, 6, 96, 58, 8, 81]","[48, 52, 73, 14, 6, 96, 58, 8, 81]",[3],1.1334055708615767,0.16301405031964555,2.0,0,0,"[3, 48, 52, 73, 14, 6, 96, 58, 8, 81]",[],"[3, 48, 52, 73, 14, 6, 96, 58, 8, 81]",[],"[48, 52, 73, 14, 6, 96, 58, 8, 81]",[3],[],[],4,0.44185274839401245,"{""0"": 1.4262210130691528, ""1"": -1.0, ""2"": -1.0, ""3"": -1.0}",0,0,"[3, 52, 14, 6, 58, 8, 81]","[48, 73, 96]","[3, 52, 14, 6, 58, 8, 81]","[48, 73, 96]","[52, 14, 6, 58, 8, 81]",[3],"[48, 73, 96]",[],"[3, 52, 14, 6, 58, 8, 81]","[48, 73, 96]","[52, 14, 6, 58, 8, 81]",[3],"[48, 73, 96]",[],6,1,3,0
374,10,5,"[4, 87, 86, 52, 97, 9, 16, 64, 12, 28]","[87, 86, 52, 97, 9, 16, 64, 12, 28]",[4],0.6614924919420675,0.2049457595547041,2.0,0,0,"[4, 87, 86, 52, 9, 16, 64, 12, 28]",[97],"[4, 87, 86, 52, 9, 16, 64, 12, 28]",[97],"[87, 86, 52, 9, 16, 64, 12, 28]",[4],[97],[],3,0.4554123282432556,"{""0"": 3.829680919647217, ""1"": -1.0, ""2"": -1.0}",0,0,"[87, 86, 52, 9, 16, 12, 28]","[4, 97, 64]","[87, 86, 52, 9, 16, 12, 28]","[4, 97, 64]","[87, 86, 52, 9, 16, 12, 28]",[],"[97, 64]",[4],"[87, 86, 52, 9, 16, 12, 28]","[4, 97, 64]","[87, 86, 52, 9, 16, 12, 28]",[],"[97, 64]",[4],7,0,2,1
375,10,5,"[2, 0, 82, 19, 46, 5, 3, 53, 35, 23]","[82, 19, 46, 5, 53, 35, 23]","[2, 0, 3]",0.7810253167991116,0.14185103743362432,2.0,0,0,"[2, 0, 82, 19, 46, 5, 3, 53, 35, 23]",[],"[2, 0, 82, 19, 46, 5, 3, 53, 35, 23]",[],"[82, 19, 46, 5, 53, 35, 23]","[2, 0, 3]",[],[],2,0.5181902647018433,"{""0"": 1.132556676864624, ""1"": -1.0}",0,0,"[2, 82, 19, 46, 5, 3, 53, 35, 23]",[0],"[2, 82, 19, 46, 5, 3, 53, 35, 23]",[0],"[82, 19, 46, 5, 53, 35, 23]","[2, 3]",[],[0],"[2, 82, 19, 46, 5, 3, 53, 35, 23]",[0],"[82, 19, 46, 5, 53, 35, 23]","[2, 3]",[],[0],7,2,0,1
376,10,5,"[1, 59, 54, 33, 32, 40, 74, 83, 98, 86]","[59, 54, 33, 32, 40, 74, 83, 98, 86]",[1],0.7657702124541832,0.1520889958696709,2.0,0,0,"[1, 59, 33, 32, 40, 74, 83, 98, 86]",[54],"[1, 59, 33, 32, 40, 74, 83, 98, 86]",[54],"[59, 33, 32, 40, 74, 83, 98, 86]",[1],[54],[],2,0.4401918947696686,"{""0"": 5.588054656982422, ""1"": -1.0}",0,0,"[1, 59, 33, 40, 74, 83, 98, 86]","[54, 32]","[1, 59, 33, 40, 74, 83, 98, 86]","[54, 32]","[59, 33, 40, 74, 83, 98, 86]",[1],"[54, 32]",[],"[1, 59, 33, 40, 74, 83, 98, 86]","[54, 32]","[59, 33, 40, 74, 83, 98, 86]",[1],"[54, 32]",[],7,1,2,0
377,10,5,"[3, 44, 18, 56, 87, 88, 46, 8, 41, 25]","[44, 18, 56, 87, 88, 46, 8, 41, 25]",[3],0.7103028068876417,0.12244399563221176,2.0,0,0,"[3, 44, 18, 56, 87, 46, 8, 41, 25]",[88],"[3, 44, 18, 56, 87, 46, 8, 41, 25]",[88],"[44, 18, 56, 87, 46, 8, 41, 25]",[3],[88],[],2,0.4196993112564087,"{""0"": 5.604496002197266, ""1"": -1.0}",0,0,"[3, 44, 18, 56, 87, 46, 8, 25]","[88, 41]","[3, 44, 18, 56, 87, 46, 8, 25]","[88, 41]","[44, 18, 56, 87, 46, 8, 25]",[3],"[88, 41]",[],"[3, 44, 18, 56, 87, 46, 8, 25]","[88, 41]","[44, 18, 56, 87, 46, 8, 25]",[3],"[88, 41]",[],7,1,2,0
378,10,5,"[2, 64, 63, 87, 34, 11, 53, 1, 21, 66]","[64, 63, 87, 34, 11, 53, 21, 66]","[2, 1]",0.7766304231710347,0.1328251124029014,2.0,0,0,"[64, 63, 87, 34, 11, 53, 1, 21, 66]",[2],"[64, 63, 87, 34, 11, 53, 1, 21, 66]",[2],"[64, 63, 87, 34, 11, 53, 21, 66]",[1],[],[2],2,0.5776528716087341,"{""0"": 5.333635330200195, ""1"": 1.7860201597213745}",0,0,"[64, 63, 87, 34, 53, 1, 21]","[2, 11, 66]","[64, 63, 87, 34, 53, 1, 21]","[2, 11, 66]","[64, 63, 87, 34, 53, 21]",[1],"[11, 66]",[2],"[64, 63, 87, 34, 53, 1, 21]","[2, 11, 66]","[64, 63, 87, 34, 53, 21]",[1],"[11, 66]",[2],6,1,2,1
379,10,5,"[2, 90, 74, 46, 25, 92, 71, 69, 93, 64]","[90, 74, 46, 25, 92, 71, 69, 93, 64]",[2],0.625498237267158,0.07404653436719477,2.0,0,0,"[90, 74, 46, 25, 92, 69, 93, 64]","[2, 71]","[90, 74, 46, 25, 92, 69, 93, 64]","[2, 71]","[90, 74, 46, 25, 92, 69, 93, 64]",[],[71],[2],2,0.3226304352283478,"{""0"": 4.560329437255859, ""1"": 2.7388477325439453}",0,0,"[46, 25, 69, 93, 64]","[2, 90, 74, 92, 71]","[46, 25, 69, 93, 64]","[2, 90, 74, 92, 71]","[46, 25, 69, 93, 64]",[],"[90, 74, 92, 71]",[2],"[46, 25, 69, 93, 64]","[2, 90, 74, 92, 71]","[46, 25, 69, 93, 64]",[],"[90, 74, 92, 71]",[2],5,0,4,1
380,10,5,"[2, 46, 77, 82, 72, 64, 41, 73, 95, 24]","[46, 77, 82, 72, 64, 41, 73, 95, 24]",[2],0.823348558303576,0.1838055350828648,2.0,0,0,"[2, 46, 77, 82, 72, 64, 41, 73, 95, 24]",[],"[2, 46, 77, 82, 72, 64, 41, 73, 95, 24]",[],"[46, 77, 82, 72, 64, 41, 73, 95, 24]",[2],[],[],2,0.683151364326477,"{""0"": 5.413305759429932, ""1"": 2.797849655151367}",0,0,"[46, 77, 82, 72, 64, 73, 24]","[2, 41, 95]","[46, 77, 82, 72, 64, 73, 24]","[2, 41, 95]","[46, 77, 82, 72, 64, 73, 24]",[],"[41, 95]",[2],"[46, 77, 82, 72, 64, 73, 24]","[2, 41, 95]","[46, 77, 82, 72, 64, 73, 24]",[],"[41, 95]",[2],7,0,2,1
381,10,5,"[0, 34, 93, 9, 87, 45, 42, 21, 68, 95]","[34, 93, 9, 87, 45, 42, 21, 68, 95]",[0],0.6505537416793765,0.1754084582936109,2.0,0,0,"[0, 34, 93, 9, 87, 45, 42, 21, 68]",[95],"[0, 34, 93, 9, 87, 45, 42, 21, 68]",[95],"[34, 93, 9, 87, 45, 42, 21, 68]",[0],[95],[],4,0.5939502716064453,"{""0"": 5.762860298156738, ""1"": -1.0, ""2"": -1.0, ""3"": -1.0}",0,0,"[34, 93, 87, 45, 21, 68]","[0, 9, 42, 95]","[34, 93, 87, 45, 21, 68]","[0, 9, 42, 95]","[34, 93, 87, 45, 21, 68]",[],"[9, 42, 95]",[0],"[34, 93, 87, 45, 21, 68]","[0, 9, 42, 95]","[34, 93, 87, 45, 21, 68]",[],"[9, 42, 95]",[0],6,0,3,1
382,10,5,"[1, 98, 30, 7, 13, 52, 36, 94, 3, 85]","[98, 30, 7, 13, 52, 36, 94, 85]","[1, 3]",0.6000777265936575,0.10847544152087701,2.0,0,0,"[1, 98, 30, 13, 52, 36, 94, 3, 85]",[7],"[1, 98, 30, 13, 52, 36, 94, 3, 85]",[7],"[98, 30, 13, 52, 36, 94, 85]","[1, 3]",[7],[],2,0.7232253551483154,"{""0"": 3.4275572299957275, ""1"": 1.9709794521331787}",0,0,"[1, 98, 30, 52, 36, 94, 3]","[7, 13, 85]","[1, 98, 30, 52, 36, 94, 3]","[7, 13, 85]","[98, 30, 52, 36, 94]","[1, 3]","[7, 13, 85]",[],"[1, 98, 30, 52, 36, 94, 3]","[7, 13, 85]","[98, 30, 52, 36, 94]","[1, 3]","[7, 13, 85]",[],5,2,3,0
383,10,5,"[1, 81, 18, 78, 64, 59, 91, 36, 38, 83]","[81, 18, 78, 64, 59, 91, 36, 38, 83]",[1],0.6041908715295514,0.02600161309312299,2.0,0,0,"[81, 18, 78, 64, 59, 91, 36, 83]","[1, 38]","[81, 18, 78, 64, 59, 91, 36, 83]","[1, 38]","[81, 18, 78, 64, 59, 91, 36, 83]",[],[38],[1],4,0.34066838026046753,"{""0"": 0.9338585138320923, ""1"": 1.8467564582824707, ""2"": -1.0, ""3"": -1.0}",1,0,"[18, 64]","[1, 81, 78, 59, 91, 36, 38, 83]","[18, 64]","[1, 81, 78, 59, 91, 36, 38, 83]","[18, 64]",[],"[81, 78, 59, 91, 36, 38, 83]",[1],"[18, 64]","[1, 81, 78, 59, 91, 36, 38, 83]","[18, 64]",[],"[81, 78, 59, 91, 36, 38, 83]",[1],2,0,7,1
